id,question,options,correctAnswer,explanation
369,下列哪种情况下的飞行时间不能记录为机长飞行经历时间？ {{c1::A}},学生驾驶员在飞行训练器上单独操作的时间||学生驾驶员的单飞时间||私用驾驶员作为航空器唯一操纵者的飞行时间,1,"依据CCAR61.51条机长飞行经历时间 
(i) 在已取得等级的航空器上作为操纵装置的唯一操纵者的飞行时间，但接受授权教员教学的飞行时间除外；作为航空器唯一乘员时的飞行时间；在型号合格审定为或者相应的运行规章要求配备一名以上驾驶员的航空器上担任机长时的飞行时间；作为持有商用驾驶员执照、航线运输驾驶员执照或多人制机组驾驶员执照的驾驶员在型号合格审定为或者相应的运行规章要求配备一名以上驾驶员的航空器上作为副驾驶在机长监视下履行机长职责的飞行时间； 
(ii) 担任授权教员的全部飞行时间可以记作机长飞行经历时间； 
(iii) 学生驾驶员只能将单飞时间记作机长飞行经历时间；已持有单发飞机私用驾驶员执照在授权教员的监视下，履行多发飞机机长职责的时间。"
370,私用驾驶员作为航空器唯一乘员的飞行时间可以记作 {{c1::B}},单飞时间||机长飞行时间||飞行训练时间,2,"机长飞行经历时间 
(i) 在已取得等级的航空器上作为操纵装置的唯一操纵者的飞行时间，但接受授权教员教学 的飞行时间除外；作为航空器唯一乘员时的飞行时间；在型号合格审定为或者相应的运行规 章要求配备一名以上驾驶员的航空器上担任机长时的飞行时间；作为持有商用驾驶员执照、 航线运输驾驶员执照或多人制机组驾驶员执照的驾驶员在型号合格审定为或者相应的运行 规章要求配备一名以上驾驶员的航空器上作为副驾驶在机长监视下履行机长职责的飞行时间； 
(ii) 担任授权教员的全部飞行时间可以记作机长飞行经历时间； 
(iii) 学生驾驶员只能将单飞时间记作机长飞行经历时间；已持有单发飞机私用驾驶员执照 在授权教员的监视下，履行多发飞机机长职责的时间。"
371,私用驾驶员执照的定期检查周期为 {{c1::B}},12个日历月||24个日历月||36个日历月,2,CCAR-61部第61.57条 定期检查：(a) 除学生驾驶员执照外，按本规则颁发的驾驶员执照的持有人，应当在行使权利前24个日历月内针对其取得的每个航空器类别、级别和型别等级（如适用）通过由考试员实施的定期检查，并在其执照记录栏中签注，否则不得行使执照上相应等级的权利。
372,对私用、商用和航线运输驾驶员执照持有人的定期检查期限为 {{c1::A}},前24个日历月||前12个日历月||前6个日历月,1,"CCAR-61部第61.57条 定期检查
(a) 除学生驾驶员执照外，按本规则颁发的驾驶员执照的持有人，应当在行使权利前24个日历月内针对其取得的每个航空器类别、级别和型别等级（如适用）通过由考试员实施的定期检查，并在其执照记录栏中签注，否则不得行使执照上相应等级的权利。"
373,对私用、商用和航线运输驾驶员执照持有人的定期检查考试由两部分组成 {{c1::A}},理论考试和飞行考试||笔试和飞行考试||口试和模拟机考试,1,CCAR-61第61.57条定期检查：(b)定期检查必须包括至少1小时的理论检查和至少1小时的飞行检查，理论检查可以采用笔试或者口试的方式；飞行检查由考试员在航空器或者相应的飞行模拟机上实施。
374,定期检查包括 {{c1::C}},至少1小时理论检查||至少1小时实践检查||至少1小时理论检查和至少1小时实践检查,3,依据CCAR61部第61.57条规定，定期检查应当包括至少1小时的理论检查和至少1小时的飞行检查，理论检查可以采用笔试或者口试的方式；飞行检查由考试员在航空器或者相应的飞行模拟机上实施。
375,如果执照丢失，需要 {{c1::A}},向局方申请补发||丢失之日起30天内通知局方||重新考取执照,1,CCAR-61部第61.69条 补发执照：按本规则颁发的执照遗失或者损坏后，申请人可以向局方申请补发，申请应当写明遗失或者损坏执照的持有人姓名、永久通信地址、邮政编码、出生地和出生日期、身份证号码，以及该执照的级别、编号、颁发日期和附加的等级。
376,执照持有人是否可以取消执照上的等级签注 {{c1::B}},不可以||本人向局方提出申请，得到同意后方可取消||本人在媒体或公共平台上公开宣布后方可取消,2,按CCAR61部规则颁发的执照持有人可以自愿放弃所持执照、申请换发较低权限种类的执照或者取消某些等级的执照，但应当向局方提交具有本人签字表明自愿放弃原执照或等级的声明。如自愿放弃所持执照，再次申请执照时，原飞行经历视为无效。
377,执照持有人是否可以自愿放弃所持执照？ {{c1::A}},可以，需要向局方提交本人签字自愿放弃执照的声明||可以，需要在公开媒体发布本人签字自愿放弃执照的声明||不可以,1,依据CCAR61部第61.67条规定，按本规则颁发的执照持有人可以自愿放弃所持执照、申请换发较低权限种类的执照或者取消某些等级的执照，但应当向局方提交具有本人签字表明自愿放弃原执照或等级的声明。如自愿放弃所持执照，再次申请执照时，原飞行经历视为无效。
378,某飞行员持有签注单发陆地级别等级的执照，他若想驾驶单发水上飞机，需要 {{c1::C}},重新考取执照并签注单发水上级别||通过局方单发水上级别的理论考试和实践考试||通过局方单发水上级别的实践考试,3,"依据CCAR61部第61.81条规定，除增加初级飞机级别等级外,通过了相应执照级别等级要求的理论考试,但是持有飞机类别的申请人在同种执照的同类别等级中增加级别等级,不需要参加理论考试。"
379,关于“增加航空器等级”叙述正确的是 {{c1::B}},持有飞机、旋翼机类别或飞艇级别等级的申请人即使是在同种执照的同类别等级中增加级别等级，也必需参加理论考试||增加型别的实践考试没有在仪表条件下进行，则申请人只能获得带有“仅限于VFR”限制的型别等级||在任何情况下，都不可以使用飞行模拟机或飞行训练器来代替飞机完成增加航空器等级训练和考试,2,"CCAR-61部第61.81条 增加航空器等级
(c) 在驾驶员执照上增加级别等级，申请人应当满足下列要求：
(4) 通过了相应执照级别等级要求的理论考试，但是持有飞机或初级飞机类别的申请人在同种执照的同类别等级中增加级别等级，不需要参加理论考试；
(d) 在驾驶员执照上增加型别等级或者在增加航空器类别等级或级别等级的同时增加型别等级的申请人应当满足下列要求：
(5) 实践考试应当在实际或者模拟仪表条件下执行，但是如果该航空器型号审定为不能在仪表飞行规则下运行，或者申请人没有完成仪表等级训练，因而实践考试没有在仪表条件进行，则该申请人只能获得带有“仅限于VFR”限制的型别等级。
(e) 对于飞机，本条(b)、(c)和(d)规定的各项操作应当在与所申请的增加等级为同一类别、级别和型别的飞机上进行。但是在下列情况下，可以按照相应要求使用飞行模拟机或飞行训练器进行： (1) 满足下列条件之一的申请人，可以使用C级或者D级飞行模拟机代替飞机完成除飞行前检查外的所有训练和考试。"
380,增加多发等级的申请人可以在飞行模拟机上进行正常着陆的考试吗？ {{c1::B}},不可以||可以，需满足相关条件||任意情况下都可以,2,详见CCAR-61部第61.81条 增加航空器等级。
381,具有仪表等级的私照飞机的持有人，想要增加直升机类别等级需要 {{c1::C}},理论考试||实践考试||理论考试和实践考试,3,依据CCAR61部第61.81条，在驾驶员执照上增加类别等级，申请人应当符合下列规定：(1) 完成了相应执照类别和级别等级（如适用）要求的训练，符合本规则规定的相应执照类别和级别等级（如适用）的航空经历要求；(2) 由授权教员在申请人的飞行经历记录本或者训练记录上签字，证明其在相应执照类别和级别等级（如适用）的航空知识方面是合格的；(3) 由授权教员在申请人的飞行经历记录本或者训练记录上签字，证明其在相应执照类别和级别等级（如适用）的飞行技能方面是合格的；(4) 通过了相应执照类别等级和执照种类要求的理论考试；(5) 通过了相应执照类别和级别等级（如适用）要求的实践考试。
382,单发陆地级别的飞机类私用驾驶员执照持有人，申请增加多发等级时，需要 {{c1::C}},参加局方组织的执照理论考试||通过培训机构组织的飞行训练即可||通过由局方考试员实施的实践考试,3,"依据CCAR61.81条规定，(c) 在驾驶员执照上增加级别等级，申请人应当满足下列要求： 
(1) 完成了相应执照级别等级要求的训练，满足本规则相应执照级别等级的航空经历要求； (2) 由授权教员在申请人的飞行经历记录本或者训练记录上签字，证明其在相应执照级别等级的航空知识方面是合格的； 
(3) 由授权教员在申请人的飞行经历记录本或者训练记录上签字，证明其在相应执照级别等级的飞行技能方面是合格的； 
(4) 通过了相应执照级别等级要求的理论考试，但是持有飞机或初级飞机类别的申请人在同种执照的同类别等级中增加级别等级，不需要参加理论考试； 
(5) 通过了相应执照级别等级要求的实践考试。"
